Course_Name,Branch_Department,Duration_Years,Semesters,Level,Regulatory_Body,Category
M.Arch,Housing,2,4,Postgraduate,COA,Architecture & Planning
M.Arch,Regional Planning,2,4,Postgraduate,COA,Architecture & Planning
M.Arch,Town & Country Planning,2,4,Postgraduate,COA,Architecture & Planning
M.Arch,Digital Architecture,2,4,Postgraduate,COA,Architecture & Planning
B.Plan,Urban Planning,4,8,Undergraduate,COA,Architecture & Planning
B.Plan,Regional Planning,4,8,Undergraduate,COA,Architecture & Planning
B.Plan,Environmental Planning,4,8,Undergraduate,COA,Architecture & Planning
B.Plan,Transport Planning,4,8,Undergraduate,COA,Architecture & Planning
M.Plan,Urban Planning,2,4,Postgraduate,COA,Architecture & Planning
M.Plan,Regional Planning,2,4,Postgraduate,COA,Architecture & Planning
M.Plan,Environmental Planning,2,4,Postgraduate,COA,Architecture & Planning
M.Plan,Transport Planning,2,4,Postgraduate,COA,Architecture & Planning
Integrated B.Arch + M.Arch,General Architecture,6,12,Integrated,COA,Architecture & Planning
Integrated B.Arch + M.Arch,Urban Design,6,12,Integrated,COA,Architecture & Planning
Integrated B.Arch + M.Arch,Sustainable Architecture,6,12,Integrated,COA,Architecture & Planning
B.Pharm,General Pharmacy,4,8,Undergraduate,PCI,Pharmacy
B.Pharm,Pharmaceutics,4,8,Undergraduate,PCI,Pharmacy
B.Pharm,Pharmacology,4,8,Undergraduate,PCI,Pharmacy
B.Pharm,Pharmaceutical Analysis,4,8,Undergraduate,PCI,Pharmacy
B.Pharm,Pharmaceutical Chemistry,4,8,Undergraduate,PCI,Pharmacy
B.Pharm,Pharmacognosy,4,8,Undergraduate,PCI,Pharmacy
B.Pharm,Regulatory Affairs,4,8,Undergraduate,PCI,Pharmacy
B.Pharm,Quality Assurance,4,8,Undergraduate,PCI,Pharmacy
B.Pharm,Industrial Pharmacy,4,8,Undergraduate,PCI,Pharmacy
B.Pharm,Clinical Pharmacy,4,8,Undergraduate,PCI,Pharmacy
B.Pharm,Pharmacovigilance,4,8,Undergraduate,PCI,Pharmacy
B.Pharm,Biopharmaceutics,4,8,Undergraduate,PCI,Pharmacy
B.Pharm,Drug Regulatory Affairs,4,8,Undergraduate,PCI,Pharmacy
M.Pharm,General Pharmacy,2,4,Postgraduate,PCI,Pharmacy
M.Pharm,Pharmaceutics,2,4,Postgraduate,PCI,Pharmacy
M.Pharm,Pharmacology,2,4,Postgraduate,PCI,Pharmacy
M.Pharm,Pharmaceutical Analysis,2,4,Postgraduate,PCI,Pharmacy
M.Pharm,Pharmaceutical Chemistry,2,4,Postgraduate,PCI,Pharmacy
M.Pharm,Pharmacognosy,2,4,Postgraduate,PCI,Pharmacy
M.Pharm,Regulatory Affairs,2,4,Postgraduate,PCI,Pharmacy
M.Pharm,Quality Assurance,2,4,Postgraduate,PCI,Pharmacy
M.Pharm,Industrial Pharmacy,2,4,Postgraduate,PCI,Pharmacy
M.Pharm,Clinical Pharmacy,2,4,Postgraduate,PCI,Pharmacy
M.Pharm,Pharmacovigilance,2,4,Postgraduate,PCI,Pharmacy
M.Pharm,Biopharmaceutics,2,4,Postgraduate,PCI,Pharmacy
M.Pharm,Drug Regulatory Affairs,2,4,Postgraduate,PCI,Pharmacy
D.Pharm,General Pharmacy,2,4,Diploma,PCI,Pharmacy
Pharm.D,Doctor of Pharmacy,6,12,Doctoral,PCI,Pharmacy
Pharm.D (Post Baccalaureate),Doctor of Pharmacy,3,6,Doctoral,PCI,Pharmacy
Integrated B.Pharm + M.Pharm,Pharmaceutics,6,12,Integrated,PCI,Pharmacy
Integrated B.Pharm + M.Pharm,Pharmacology,6,12,Integrated,PCI,Pharmacy
Integrated B.Pharm + M.Pharm,Pharmaceutical Chemistry,6,12,Integrated,PCI,Pharmacy
Integrated B.Pharm + M.Pharm,Pharmaceutical Analysis,6,12,Integrated,PCI,Pharmacy
BBA,General,3,6,Undergraduate,UGC,Management
BBA,Finance,3,6,Undergraduate,UGC,Management
BBA,Marketing,3,6,Undergraduate,UGC,Management
BBA,Human Resource Management,3,6,Undergraduate,UGC,Management
BBA,International Business,3,6,Undergraduate,UGC,Management
BBA,Digital Marketing,3,6,Undergraduate,UGC,Management
BBA,Business Intelligence & Analytics,3,6,Undergraduate,UGC,Management
BBA,Banking & Insurance,3,6,Undergraduate,UGC,Management
BBA,Entrepreneurship,3,6,Undergraduate,UGC,Management
BBA,Supply Chain Management,3,6,Undergraduate,UGC,Management
BBA,Hospitality & Tourism,3,6,Undergraduate,UGC,Management
BBA,Accounting,3,6,Undergraduate,UGC,Management
BBA,Retail Management,3,6,Undergraduate,UGC,Management
BBA,Event Management,3,6,Undergraduate,UGC,Management
BBA,Aviation Management,3,6,Undergraduate,UGC,Management
BBA,Healthcare Management,3,6,Undergraduate,UGC,Management
BBA,Sports Management,3,6,Undergraduate,UGC,Management
BBA,Media Management,3,6,Undergraduate,UGC,Management
BBA,Agri-Business Management,3,6,Undergraduate,UGC,Management
BBA,Real Estate Management,3,6,Undergraduate,UGC,Management
BBA,Operations Management,3,6,Undergraduate,UGC,Management
BBA,Project Management,3,6,Undergraduate,UGC,Management
BBA,Rural Management,3,6,Undergraduate,UGC,Management
BBA,Infrastructure Management,3,6,Undergraduate,UGC,Management
BBA,Energy Management,3,6,Undergraduate,UGC,Management
BBA,Telecom Management,3,6,Undergraduate,UGC,Management
BBA,Fashion Management,3,6,Undergraduate,UGC,Management
BBA,Luxury Brand Management,3,6,Undergraduate,UGC,Management
BBA,Port & Shipping Management,3,6,Undergraduate,UGC,Management
BBA,Logistics Management,3,6,Undergraduate,UGC,Management
MBA,General Management,2,4,Postgraduate,UGC/AICTE,Management
MBA,Finance,2,4,Postgraduate,UGC/AICTE,Management
MBA,Marketing,2,4,Postgraduate,UGC/AICTE,Management
MBA,Human Resource Management (HRM),2,4,Postgraduate,UGC/AICTE,Management
MBA,Operations Management,2,4,Postgraduate,UGC/AICTE,Management
MBA,Information Technology (IT),2,4,Postgraduate,UGC/AICTE,Management
MBA,International Business,2,4,Postgraduate,UGC/AICTE,Management
MBA,Business Analytics,2,4,Postgraduate,UGC/AICTE,Management
MBA,Supply Chain Management,2,4,Postgraduate,UGC/AICTE,Management
MBA,Rural Management,2,4,Postgraduate,UGC/AICTE,Management
MBA,Healthcare Management,2,4,Postgraduate,UGC/AICTE,Management
MBA,Retail Management,2,4,Postgraduate,UGC/AICTE,Management
MBA,Banking & Financial Services,2,4,Postgraduate,UGC/AICTE,Management
MBA,Entrepreneurship,2,4,Postgraduate,UGC/AICTE,Management
MBA,Digital Marketing,2,4,Postgraduate,UGC/AICTE,Management
MBA,Data Analytics,2,4,Postgraduate,UGC/AICTE,Management
MBA,Artificial Intelligence & Machine Learning,2,4,Postgraduate,UGC/AICTE,Management
MBA,Project Management,2,4,Postgraduate,UGC/AICTE,Management
MBA,Tourism & Hospitality Management,2,4,Postgraduate,UGC/AICTE,Management
MBA,Agri-Business Management,2,4,Postgraduate,UGC/AICTE,Management
MBA,Infrastructure Management,2,4,Postgraduate,UGC/AICTE,Management
MBA,Energy Management,2,4,Postgraduate,UGC/AICTE,Management
MBA,Telecom Management,2,4,Postgraduate,UGC/AICTE,Management
MBA,Media Management,2,4,Postgraduate,UGC/AICTE,Management
MBA,Fashion Management,2,4,Postgraduate,UGC/AICTE,Management
MBA,Pharmaceutical Management,2,4,Postgraduate,UGC/AICTE,Management
MBA,Aviation Management,2,4,Postgraduate,UGC/AICTE,Management
MBA,Event Management,2,4,Postgraduate,UGC/AICTE,Management
MBA,Sports Management,2,4,Postgraduate,UGC/AICTE,Management
MBA,Real Estate Management,2,4,Postgraduate,UGC/AICTE,Management
MBA,Port & Shipping Management,2,4,Postgraduate,UGC/AICTE,Management
MBA,Logistics & Warehouse Management,2,4,Postgraduate,UGC/AICTE,Management
Integrated BBA + MBA,General,5,10,Integrated,UGC/AICTE,Management
Integrated BBA + MBA,Finance,5,10,Integrated,UGC/AICTE,Management
Integrated BBA + MBA,Marketing,5,10,Integrated,UGC/AICTE,Management
Integrated BBA + MBA,HR,5,10,Integrated,UGC/AICTE,Management
Integrated BBA + MBA,Operations,5,10,Integrated,UGC/AICTE,Management
Integrated BBA + MBA,International Business,5,10,Integrated,UGC/AICTE,Management
Integrated BBA + MBA,Business Analytics,5,10,Integrated,UGC/AICTE,Management
BMS,General,3,6,Undergraduate,UGC,Management
BMS,Marketing,3,6,Undergraduate,UGC,Management
BMS,Finance,3,6,Undergraduate,UGC,Management
BMS,HR,3,6,Undergraduate,UGC,Management
BCA,General,3,6,Undergraduate,UGC,Computer Applications
BCA,Data Science,3,6,Undergraduate,UGC,Computer Applications
BCA,Artificial Intelligence,3,6,Undergraduate,UGC,Computer Applications
BCA,Cyber Security,3,6,Undergraduate,UGC,Computer Applications
BCA,Cloud Computing,3,6,Undergraduate,UGC,Computer Applications
BCA,Software Development,3,6,Undergraduate,UGC,Computer Applications
BCA,Mobile Application Development,3,6,Undergraduate,UGC,Computer Applications
BCA,Internet of Things (IoT),3,6,Undergraduate,UGC,Computer Applications
BCA,Blockchain Technology,3,6,Undergraduate,UGC,Computer Applications
BCA,Full Stack Development,3,6,Undergraduate,UGC,Computer Applications
BCA,Machine Learning,3,6,Undergraduate,UGC,Computer Applications
BCA,Animation & Multimedia,3,6,Undergraduate,UGC,Computer Applications
BCA,Gaming & Graphics,3,6,Undergraduate,UGC,Computer Applications
MCA,General,2,4,Postgraduate,UGC/AICTE,Computer Applications
MCA,Data Science,2,4,Postgraduate,UGC/AICTE,Computer Applications
MCA,Artificial Intelligence,2,4,Postgraduate,UGC/AICTE,Computer Applications
MCA,Cyber Security,2,4,Postgraduate,UGC/AICTE,Computer Applications
MCA,Cloud Computing,2,4,Postgraduate,UGC/AICTE,Computer Applications
MCA,Software Engineering,2,4,Postgraduate,UGC/AICTE,Computer Applications
MCA,Mobile Computing,2,4,Postgraduate,UGC/AICTE,Computer Applications
MCA,Internet of Things (IoT),2,4,Postgraduate,UGC/AICTE,Computer Applications
MCA,Blockchain Technology,2,4,Postgraduate,UGC/AICTE,Computer Applications
MCA,Full Stack Development,2,4,Postgraduate,UGC/AICTE,Computer Applications
MCA,Machine Learning,2,4,Postgraduate,UGC/AICTE,Computer Applications
MCA,Big Data Analytics,2,4,Postgraduate,UGC/AICTE,Computer Applications
MCA (Lateral Entry),General,2,4,Postgraduate,UGC/AICTE,Computer Applications
MCA (Lateral Entry),Data Science,2,4,Postgraduate,UGC/AICTE,Computer Applications
MCA (Lateral Entry),Artificial Intelligence,2,4,Postgraduate,UGC/AICTE,Computer Applications
MCA (Lateral Entry),Cyber Security,2,4,Postgraduate,UGC/AICTE,Computer Applications
MCA (Lateral Entry),Cloud Computing,2,4,Postgraduate,UGC/AICTE,Computer Applications
Integrated BCA + MCA,General,5,10,Integrated,UGC/AICTE,Computer Applications
Integrated BCA + MCA,Data Science,5,10,Integrated,UGC/AICTE,Computer Applications
Integrated BCA + MCA,Artificial Intelligence,5,10,Integrated,UGC/AICTE,Computer Applications
Integrated BCA + MCA,Cyber Security,5,10,Integrated,UGC/AICTE,Computer Applications
Integrated BCA + MCA,Cloud Computing,5,10,Integrated,UGC/AICTE,Computer Applications
B.Sc,Physics,3,6,Undergraduate,UGC,Science
B.Sc,Chemistry,3,6,Undergraduate,UGC,Science
B.Sc,Mathematics,3,6,Undergraduate,UGC,Science
B.Sc,Biology,3,6,Undergraduate,UGC,Science
B.Sc,Biotechnology,3,6,Undergraduate,UGC,Science
B.Sc,Microbiology,3,6,Undergraduate,UGC,Science
B.Sc,Biochemistry,3,6,Undergraduate,UGC,Science
B.Sc,Zoology,3,6,Undergraduate,UGC,Science
B.Sc,Botany,3,6,Undergraduate,UGC,Science
B.Sc,Environmental Science,3,6,Undergraduate,UGC,Science
B.Sc,Computer Science,3,6,Undergraduate,UGC,Science
B.Sc,Information Technology,3,6,Undergraduate,UGC,Science
B.Sc,Data Science,3,6,Undergraduate,UGC,Science
B.Sc,Artificial Intelligence,3,6,Undergraduate,UGC,Science
B.Sc,Cyber Security,3,6,Undergraduate,UGC,Science
B.Sc,Statistics,3,6,Undergraduate,UGC,Science
B.Sc,Economics,3,6,Undergraduate,UGC,Science
B.Sc,Agriculture,3,6,Undergraduate,UGC,Science
B.Sc,Horticulture,3,6,Undergraduate,UGC,Science
B.Sc,Forestry,3,6,Undergraduate,UGC,Science
B.Sc,Food Science & Nutrition,3,6,Undergraduate,UGC,Science
B.Sc,Dietetics,3,6,Undergraduate,UGC,Science
B.Sc,Nursing,3,6,Undergraduate,UGC,Science
B.Sc,Medical Laboratory Technology,3,6,Undergraduate,UGC,Science
B.Sc,Radiology & Imaging Technology,3,6,Undergraduate,UGC,Science
B.Sc,Optometry,3,6,Undergraduate,UGC,Science
B.Sc,Physiotherapy,3,6,Undergraduate,UGC,Science
B.Sc,Occupational Therapy,3,6,Undergraduate,UGC,Science
B.Sc,Audiology & Speech Therapy,3,6,Undergraduate,UGC,Science
B.Sc,Psychology,3,6,Undergraduate,UGC,Science
B.Sc,Geography,3,6,Undergraduate,UGC,Science
B.Sc,Geology,3,6,Undergraduate,UGC,Science
B.Sc,Electronics,3,6,Undergraduate,UGC,Science
B.Sc,Instrumentation,3,6,Undergraduate,UGC,Science
B.Sc,Animation & Multimedia,3,6,Undergraduate,UGC,Science
B.Sc,Fashion Design,3,6,Undergraduate,UGC,Science
B.Sc,Interior Design,3,6,Undergraduate,UGC,Science
B.Sc,Textile Design,3,6,Undergraduate,UGC,Science
B.Sc,Nautical Science,3,6,Undergraduate,UGC,Science
B.Sc,Aviation,3,6,Undergraduate,UGC,Science
B.Sc,Animation,3,6,Undergraduate,UGC,Science
B.Sc,Game Design & Development,3,6,Undergraduate,UGC,Science
B.Sc,Film & Television Production,3,6,Undergraduate,UGC,Science
B.Sc,Photography,3,6,Undergraduate,UGC,Science
B.Sc,Acting & Drama,3,6,Undergraduate,UGC,Science
B.Sc,Dance,3,6,Undergraduate,UGC,Science
B.Sc,Music,3,6,Undergraduate,UGC,Science
B.Sc,Fine Arts,3,6,Undergraduate,UGC,Science
B.Sc,Visual Communication,3,6,Undergraduate,UGC,Science
B.Sc,Journalism & Mass Communication,3,6,Undergraduate,UGC,Science
B.Sc,Advertising & Public Relations,3,6,Undergraduate,UGC,Science
B.Sc,Event Management,3,6,Undergraduate,UGC,Science
B.Sc,Travel & Tourism,3,6,Undergraduate,UGC,Science
B.Sc,Hospitality & Hotel Administration,3,6,Undergraduate,UGC,Science
B.Sc,Culinary Arts,3,6,Undergraduate,UGC,Science
B.Sc,Bakery & Confectionery,3,6,Undergraduate,UGC,Science
B.Sc,Sports Science,3,6,Undergraduate,UGC,Science
B.Sc,Physical Education,3,6,Undergraduate,UGC,Science
B.Sc,Yoga,3,6,Undergraduate,UGC,Science
B.Sc,Naturopathy,3,6,Undergraduate,UGC,Science
B.Sc,Home Science,3,6,Undergraduate,UGC,Science
B.Sc,Library & Information Science,3,6,Undergraduate,UGC,Science
B.Sc,Bioinformatics,3,6,Undergraduate,UGC,Science
B.Sc,Computational Biology,3,6,Undergraduate,UGC,Science
B.Sc,Neuroscience,3,6,Undergraduate,UGC,Science
B.Sc,Marine Science,3,6,Undergraduate,UGC,Science
B.Sc,Meteorology,3,6,Undergraduate,UGC,Science
B.Sc,Astronomy,3,6,Undergraduate,UGC,Science
B.Sc,Nanoscience & Technology,3,6,Undergraduate,UGC,Science
B.Sc,Material Science,3,6,Undergraduate,UGC,Science
B.Sc,Renewable Energy,3,6,Undergraduate,UGC,Science
B.Sc,Sustainability Studies,3,6,Undergraduate,UGC,Science
B.Sc,Forensic Science,3,6,Undergraduate,UGC,Science
B.Sc,Clinical Research,3,6,Undergraduate,UGC,Science
B.Sc,Public Health,3,6,Undergraduate,UGC,Science
B.Sc,Health Information Management,3,6,Undergraduate,UGC,Science
B.Sc,Medical Imaging Technology,3,6,Undergraduate,UGC,Science
B.Sc,Operation Theatre Technology,3,6,Undergraduate,UGC,Science
B.Sc,Anaesthesia Technology,3,6,Undergraduate,UGC,Science
B.Sc,Dialysis Technology,3,6,Undergraduate,UGC,Science
B.Sc,Cardiac Care Technology,3,6,Undergraduate,UGC,Science
B.Sc,Emergency Medicine Technology,3,6,Undergraduate,UGC,Science
B.Sc,Respiratory Therapy,3,6,Undergraduate,UGC,Science
B.Sc,Neuroscience Technology,3,6,Undergraduate,UGC,Science
B.Sc,Food Technology,3,6,Undergraduate,UGC,Science
B.Sc,Dairy Technology,3,6,Undergraduate,UGC,Science
B.Sc,Water Science & Technology,3,6,Undergraduate,UGC,Science
B.Sc,Remote Sensing & GIS,3,6,Undergraduate,UGC,Science
B.Sc,Earth Science,3,6,Undergraduate,UGC,Science
B.Sc,Oceanography,3,6,Undergraduate,UGC,Science
B.Sc,Climate Change & Sustainability,3,6,Undergraduate,UGC,Science
B.Sc,Disaster Management,3,6,Undergraduate,UGC,Science
B.Sc,Wildlife Science,3,6,Undergraduate,UGC,Science
B.Sc,Sericulture,3,6,Undergraduate,UGC,Science
B.Sc,Seed Technology,3,6,Undergraduate,UGC,Science
B.Sc,Post Harvest Technology,3,6,Undergraduate,UGC,Science
B.Sc,Food Processing,3,6,Undergraduate,UGC,Science
B.Sc,Agricultural Biotechnology,3,6,Undergraduate,UGC,Science
B.Sc,Agricultural Economics,3,6,Undergraduate,UGC,Science
B.Sc,Agricultural Extension,3,6,Undergraduate,UGC,Science
B.Sc,Agronomy,3,6,Undergraduate,UGC,Science
B.Sc,Plant Breeding & Genetics,3,6,Undergraduate,UGC,Science
B.Sc,Soil Science,3,6,Undergraduate,UGC,Science
B.Sc,Entomology,3,6,Undergraduate,UGC,Science
B.Sc,Plant Pathology,3,6,Undergraduate,UGC,Science
B.Sc,Nematology,3,6,Undergraduate,UGC,Science
B.Sc,Agricultural Statistics,3,6,Undergraduate,UGC,Science
B.Sc,Agricultural Microbiology,3,6,Undergraduate,UGC,Science
B.Sc,Animal Husbandry,3,6,Undergraduate,UGC,Science
B.Sc,Poultry Science,3,6,Undergraduate,UGC,Science
B.Sc,Fisheries Science,3,6,Undergraduate,UGC,Science
B.Sc,Aquaculture,3,6,Undergraduate,UGC,Science
B.Sc,Community Science,3,6,Undergraduate,UGC,Science
B.Sc,Family Resource Management,3,6,Undergraduate,UGC,Science
B.Sc,Child Development,3,6,Undergraduate,UGC,Science
B.Sc,Food & Nutrition,3,6,Undergraduate,UGC,Science
B.Sc,Textile & Apparel Designing,3,6,Undergraduate,UGC,Science
B.Sc,Extension Education,3,6,Undergraduate,UGC,Science
B.Sc,Interior Design,3,6,Undergraduate,UGC,Science
B.Sc,Exhibition Design,3,6,Undergraduate,UGC,Science
